id,case_number,team_id,team_name,owner_id,first_name,last_name,owner_name,priority,status,country,subtype_name,time_created,time_first_touched (mins),time_last_closed,time_to_close (day),source,phase,result,investigation_id,total_assets,victim_count,bad_actor_count,disabled_count,monitoring_count,deleted_count
1531,3832,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Open,Iraq,child safety,1/1/2020,955.00,1/4/2020,3.00,Industry Partners,2,investigating,C2123,1289,1008,281,187,0,63
279,4947,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Open,United States,espionage,4/11/2019,"1,105.00",5/9/2019,28.00,Government Partners,2,investigating,C1653,7809,2885,4924,3424,936,95
2749,1158,123,CIA,18341,Josie,Mosley,Josie Mosley,High,Open,United States,dangerous actors,8/26/2019,"1,384.00",9/2/2019,7.00,Industry Partners,3,passed to another team,C2564,3633,1852,1781,145,1068,554
2712,3623,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Closed,United States,espionage,8/21/2019,6.00,9/7/2019,17.00,Discovery,3,passed to another team,C2599,7522,5435,2087,1931,53,38
2006,2321,678,NAVY,24458,Lamont,Shields,Lamont Shields,Mid,Open,China,malware,11/8/2019,"1,325.00",11/27/2019,19.00,News,3,passed to another team,C2627,7642,2317,5325,1674,2035,293
827,3231,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Low,Open,China,human exploitation,6/24/2019,"1,044.00",7/2/2019,8.00,News,3,passed to another team,C1675,4113,1510,2603,2601,2,0
2557,1761,123,CIA,22116,Dominique,Skinner,Dominique Skinner,High,Closed,Russia,hackers,8/16/2019,111.00,9/8/2019,23.00,Discovery,2,investigating,C1445,6711,1575,5136,3523,12,278
1893,1385,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Open,Russia,child safety,8/10/2019,746.00,8/19/2019,9.00,Industry Partners,2,investigating,C1740,7837,1208,6629,2172,1767,249
2357,4440,678,NAVY,24458,Lamont,Shields,Lamont Shields,High,Open,Iraq,espionage,12/3/2019,270.00,12/13/2019,10.00,Leads,3,passed to another team,C2273,3539,1869,1670,783,524,215
2086,3459,345,FBI,16484,Davon,Weber,Davon Weber,Mid,Closed,Iraq,child safety,4/1/2019,840.00,4/21/2019,20.00,Discovery,4,enforced,C1703,2029,1469,560,513,43,3
2912,1081,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,United States,dangerous actors,10/24/2019,649.00,11/4/2019,11.00,Discovery,2,investigating,C2299,3207,2120,1087,345,3,423
2917,2976,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Open,Iraq,dangerous actors,2/6/2020,167.00,3/1/2020,24.00,Industry Partners,1,triage,C2879,6738,3207,3531,2177,473,203
1586,2680,123,CIA,18341,Josie,Mosley,Josie Mosley,High,Open,China,human exploitation,1/22/2019,844.00,2/21/2019,30.00,News,4,enforced,C2005,5741,5313,428,132,16,30
2212,4037,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Low,Open,United States,human exploitation,5/6/2019,188.00,5/11/2019,5.00,Discovery,4,enforced,C1538,8627,3790,4837,4583,189,52
1086,2613,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,Iraq,child safety,1/23/2019,"1,388.00",2/15/2019,23.00,Government Partners,1,triage,C2887,8462,8053,409,216,154,32
1973,1879,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Open,China,dangerous actors,7/3/2019,181.00,7/18/2019,15.00,Industry Partners,1,triage,C1196,2942,771,2171,1818,239,49
2920,2863,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Low,Closed,United States,espionage,12/3/2019,387.00,12/18/2019,15.00,Discovery,1,triage,C2204,7191,335,6856,4441,2270,93
793,1959,123,CIA,22116,Dominique,Skinner,Dominique Skinner,High,Closed,United States,espionage,1/3/2020,1.00,1/11/2020,8.00,Industry Partners,3,passed to another team,C1760,5084,1484,3600,2006,1056,125
1878,1343,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,Russia,human exploitation,6/10/2019,343.00,6/13/2019,3.00,Discovery,3,passed to another team,C2958,6177,2646,3531,3345,166,1
1120,2318,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Low,Closed,Iraq,dangerous actors,1/20/2020,114.00,2/9/2020,20.00,Leads,3,passed to another team,C2613,9037,5793,3244,2625,65,478
2533,4827,678,NAVY,24458,Lamont,Shields,Lamont Shields,High,Open,United States,human exploitation,7/27/2019,117.00,8/14/2019,18.00,News,2,investigating,C2924,4651,218,4433,2457,1476,211
312,4021,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Open,Iraq,hackers,12/28/2019,656.00,1/11/2020,14.00,News,3,passed to another team,C2071,87,42,45,11,1,33
538,1104,123,CIA,18341,Josie,Mosley,Josie Mosley,High,Closed,United States,human exploitation,4/2/2020,680.00,4/22/2020,20.00,Discovery,3,passed to another team,C1366,8174,6541,1633,452,513,556
2768,4074,678,NAVY,24458,Lamont,Shields,Lamont Shields,Mid,Open,United States,malware,1/4/2020,454.00,1/17/2020,13.00,Industry Partners,3,passed to another team,C1386,8800,1739,7061,3159,290,134
1852,2402,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Closed,United States,malware,3/17/2020,239.00,4/15/2020,29.00,Government Partners,3,passed to another team,C1857,7006,4229,2777,2710,46,12
1997,2097,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Open,United States,child safety,4/26/2020,539.00,5/26/2020,30.00,Industry Partners,4,enforced,C2815,9079,2801,6278,6262,4,10
2883,1553,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Urgent,Open,United States,hackers,3/25/2020,363.00,4/5/2020,11.00,Leads,3,passed to another team,C2132,5692,735,4957,1698,1838,403
1622,2283,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Closed,China,human exploitation,1/3/2020,"1,187.00",2/2/2020,30.00,Industry Partners,2,investigating,C2135,1849,1087,762,368,205,11
727,3777,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Open,Iraq,malware,7/8/2019,851.00,7/25/2019,17.00,News,1,triage,C2583,6071,3840,2231,1035,677,177
2429,3556,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Open,United States,hackers,3/6/2020,168.00,3/7/2020,1.00,Industry Partners,3,passed to another team,C1754,2488,1313,1175,1164,9,1
1931,2980,345,FBI,10960,Juliana,Beard,Juliana Beard,Urgent,Closed,United States,malware,7/7/2019,964.00,8/2/2019,26.00,Leads,2,investigating,C1963,3265,1142,2123,1068,957,68
376,1626,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Urgent,Closed,United States,child safety,6/10/2019,"1,388.00",6/30/2019,20.00,Discovery,3,passed to another team,C2117,7203,2656,4547,1022,386,2987
604,4314,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Urgent,Closed,Iraq,child safety,5/23/2019,342.00,5/26/2019,3.00,News,3,passed to another team,C1228,4243,2304,1939,247,994,523
543,2631,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Closed,Iraq,dangerous actors,6/7/2019,404.00,6/29/2019,22.00,Leads,3,passed to another team,C1980,1322,161,1161,744,411,0
1558,2151,678,NAVY,24458,Lamont,Shields,Lamont Shields,Urgent,Closed,Russia,hackers,3/28/2020,963.00,3/30/2020,2.00,News,2,investigating,C2955,7254,4615,2639,416,1260,534
1389,3775,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Open,China,espionage,7/19/2019,711.00,7/25/2019,6.00,Leads,2,investigating,C2225,5418,1013,4405,4110,87,44
2943,3947,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Low,Closed,United States,malware,5/3/2019,"1,264.00",5/25/2019,22.00,Government Partners,2,investigating,C2941,2609,1659,950,909,2,4
2894,3652,345,FBI,16484,Davon,Weber,Davon Weber,Mid,Closed,United States,malware,10/12/2019,941.00,10/18/2019,6.00,News,2,investigating,C2767,4734,2904,1830,278,1332,114
458,4507,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Urgent,Closed,Russia,human exploitation,2/2/2020,615.00,2/20/2020,18.00,News,1,triage,C1859,89,37,52,42,10,0
2869,2463,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Closed,Iraq,human exploitation,6/2/2019,424.00,6/10/2019,8.00,Discovery,2,investigating,C2846,9336,3699,5637,4290,1009,158
2405,2467,678,NAVY,24458,Lamont,Shields,Lamont Shields,Mid,Open,China,dangerous actors,6/26/2019,595.00,7/21/2019,25.00,Leads,3,passed to another team,C2251,6109,3970,2139,748,549,86
1275,2033,123,CIA,22116,Dominique,Skinner,Dominique Skinner,High,Open,China,child safety,10/21/2019,123.00,10/30/2019,9.00,Industry Partners,2,investigating,C1091,2917,2007,910,882,24,3
2257,1295,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Open,Iraq,hackers,10/20/2019,640.00,11/16/2019,27.00,Industry Partners,4,enforced,C1625,1032,398,634,29,454,59
2933,4234,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Open,China,dangerous actors,1/6/2020,245.00,1/15/2020,9.00,Leads,4,enforced,C1422,9890,3659,6231,1480,4214,256
1914,4331,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Closed,China,malware,7/29/2019,"1,319.00",8/9/2019,11.00,Industry Partners,3,passed to another team,C1759,1790,708,1082,192,16,401
1969,2228,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Open,Russia,human exploitation,5/29/2019,"1,276.00",6/18/2019,20.00,Discovery,2,investigating,C1595,9648,264,9384,353,9017,3
2901,2629,345,FBI,16484,Davon,Weber,Davon Weber,High,Closed,United States,dangerous actors,3/25/2019,689.00,4/8/2019,14.00,Government Partners,2,investigating,C1749,6188,2531,3657,1136,1307,901
2218,4680,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Mid,Closed,Iraq,hackers,8/15/2019,97.00,9/2/2019,18.00,Government Partners,4,enforced,C2427,8184,2221,5963,4241,228,980
390,4071,678,NAVY,24458,Lamont,Shields,Lamont Shields,Urgent,Closed,United States,espionage,12/10/2019,"1,369.00",12/18/2019,8.00,Industry Partners,2,investigating,C1445,9806,8560,1246,17,459,178
2023,3130,678,NAVY,24458,Lamont,Shields,Lamont Shields,High,Open,China,human exploitation,1/23/2019,817.00,1/29/2019,6.00,News,3,passed to another team,C2822,6216,1655,4561,3767,243,255
1394,2883,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Open,United States,espionage,12/24/2019,481.00,12/27/2019,3.00,Leads,3,passed to another team,C1390,9187,7935,1252,533,468,210
1435,1918,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Open,Russia,hackers,10/1/2019,915.00,10/22/2019,21.00,News,2,investigating,C1238,6559,5238,1321,301,539,3
2967,3936,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Closed,Iraq,hackers,3/5/2019,887.00,3/9/2019,4.00,News,2,investigating,C2335,7931,2103,5828,1246,3766,217
1095,2937,678,NAVY,24458,Lamont,Shields,Lamont Shields,High,Open,Russia,malware,10/18/2019,995.00,11/10/2019,23.00,Government Partners,4,enforced,C1713,1917,1487,430,83,157,77
696,3586,345,FBI,16484,Davon,Weber,Davon Weber,Urgent,Open,China,child safety,4/12/2020,501.00,4/21/2020,9.00,Government Partners,4,enforced,C1160,6454,3502,2952,625,400,1470
2517,1071,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Closed,China,espionage,8/22/2019,746.00,9/20/2019,29.00,Leads,1,triage,C1393,3196,1536,1660,1418,22,36
2663,1106,345,FBI,10960,Juliana,Beard,Juliana Beard,High,Closed,Russia,child safety,8/14/2019,216.00,9/8/2019,25.00,Discovery,2,investigating,C1270,2917,2114,803,300,124,115
2481,3042,345,FBI,16484,Davon,Weber,Davon Weber,Urgent,Closed,Iraq,child safety,8/17/2019,416.00,8/27/2019,10.00,Leads,1,triage,C2560,1183,633,550,240,148,38
2999,2601,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Closed,United States,hackers,12/8/2019,62.00,12/24/2019,16.00,Leads,4,enforced,C2049,1775,1678,97,22,35,9
1686,3692,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Open,United States,hackers,10/10/2019,66.00,10/12/2019,2.00,News,2,investigating,C1660,445,188,257,144,8,53
1892,4625,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Closed,United States,espionage,12/17/2019,898.00,12/18/2019,1.00,Discovery,1,triage,C2090,4840,4466,374,117,204,32
985,4285,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Open,China,hackers,4/1/2020,359.00,4/16/2020,15.00,Government Partners,4,enforced,C2854,6372,4455,1917,63,440,1040
1720,1366,123,CIA,22116,Dominique,Skinner,Dominique Skinner,High,Open,Russia,espionage,4/30/2020,"1,057.00",5/25/2020,25.00,Leads,2,investigating,C1028,6604,3087,3517,877,1926,248
2951,4324,345,FBI,10960,Juliana,Beard,Juliana Beard,High,Closed,Iraq,human exploitation,6/2/2019,532.00,6/19/2019,17.00,Discovery,2,investigating,C1397,5520,35,5485,2014,2897,20
1826,2120,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Closed,Russia,child safety,4/29/2019,749.00,5/6/2019,7.00,Leads,1,triage,C2637,4457,4110,347,56,224,6
1332,4686,678,NAVY,22587,Athena,Clarke,Athena Clarke,Mid,Closed,Russia,child safety,7/30/2019,786.00,8/3/2019,4.00,Leads,3,passed to another team,C2827,4570,2740,1830,1644,64,61
454,3896,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Low,Closed,United States,dangerous actors,12/4/2019,"1,156.00",12/25/2019,21.00,Industry Partners,3,passed to another team,C2550,4668,3393,1275,961,8,62
1134,4867,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Open,United States,dangerous actors,7/27/2019,956.00,8/1/2019,5.00,Discovery,4,enforced,C1822,3293,3170,123,83,27,3
454,1511,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Open,United States,malware,7/5/2019,"1,064.00",7/21/2019,16.00,Government Partners,1,triage,C2739,4671,229,4442,1289,1761,592
2805,1831,678,NAVY,24458,Lamont,Shields,Lamont Shields,Urgent,Closed,Russia,dangerous actors,11/15/2019,476.00,12/6/2019,21.00,Industry Partners,4,enforced,C1871,2475,2007,468,95,24,177
2653,2413,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Mid,Open,Iraq,malware,5/1/2020,"1,298.00",5/28/2020,27.00,News,4,enforced,C1342,938,21,917,513,306,19
2693,1868,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Mid,Open,Iraq,espionage,4/24/2019,"1,388.00",4/25/2019,1.00,Industry Partners,3,passed to another team,C2952,4242,1554,2688,683,729,689
1255,3000,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Mid,Closed,Russia,child safety,4/9/2019,154.00,4/10/2019,1.00,Government Partners,1,triage,C1512,4165,372,3793,3110,212,393
1736,3105,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Mid,Open,China,dangerous actors,3/23/2019,"1,038.00",4/7/2019,15.00,Industry Partners,3,passed to another team,C1457,8283,5147,3136,613,2267,150
133,4747,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Mid,Open,Iraq,human exploitation,8/20/2019,872.00,8/28/2019,8.00,News,2,investigating,C2755,8951,6413,2538,281,1306,302
2104,2587,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Closed,China,malware,2/12/2020,8.00,2/15/2020,3.00,Discovery,3,passed to another team,C1222,8599,5244,3355,2507,368,241
2682,4041,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,Russia,human exploitation,2/25/2020,730.00,3/22/2020,26.00,Industry Partners,1,triage,C1200,1908,609,1299,192,331,340
1444,1227,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Closed,Iraq,hackers,3/8/2020,909.00,3/25/2020,17.00,Discovery,3,passed to another team,C2705,723,508,215,166,11,34
509,1945,678,NAVY,24458,Lamont,Shields,Lamont Shields,Urgent,Open,Russia,hackers,7/6/2019,418.00,8/2/2019,27.00,Government Partners,2,investigating,C2164,2507,363,2144,713,179,860
2658,2431,123,CIA,18341,Josie,Mosley,Josie Mosley,High,Open,China,hackers,11/18/2019,286.00,12/4/2019,16.00,Industry Partners,1,triage,C1105,5949,587,5362,654,2727,1394
1138,4390,123,CIA,22116,Dominique,Skinner,Dominique Skinner,High,Open,China,child safety,5/12/2019,547.00,5/30/2019,18.00,Discovery,4,enforced,C1080,8453,4936,3517,1888,172,1357
1065,4906,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Closed,Iraq,espionage,7/25/2019,225.00,8/24/2019,30.00,Leads,3,passed to another team,C1345,4651,131,4520,4180,221,35
1396,1148,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Low,Closed,United States,espionage,4/6/2019,968.00,4/25/2019,19.00,Discovery,1,triage,C2937,281,147,134,108,5,0
8,1283,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Closed,Iraq,human exploitation,11/20/2019,474.00,12/4/2019,14.00,Discovery,4,enforced,C1384,2492,1153,1339,1208,91,25
1861,3893,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Closed,China,child safety,8/17/2019,"1,340.00",8/31/2019,14.00,News,3,passed to another team,C2982,2295,2051,244,17,45,91
2619,4852,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Urgent,Closed,China,child safety,3/16/2020,412.00,3/22/2020,6.00,Industry Partners,1,triage,C1446,2096,258,1838,1194,475,97
1659,2311,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Closed,China,espionage,1/4/2019,302.00,2/2/2019,29.00,Discovery,4,enforced,C2870,7606,1373,6233,656,5239,312
792,1276,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Closed,China,espionage,3/6/2019,147.00,3/22/2019,16.00,Government Partners,3,passed to another team,C1181,3651,1297,2354,1748,51,224
1068,4381,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,Russia,hackers,12/15/2019,161.00,12/18/2019,3.00,Leads,4,enforced,C1382,5842,4465,1377,478,35,319
1496,4042,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Urgent,Closed,United States,child safety,10/18/2019,809.00,10/29/2019,11.00,Leads,4,enforced,C1972,9956,5407,4549,1335,1494,1070
1175,2174,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Open,China,espionage,1/3/2019,255.00,1/25/2019,22.00,News,1,triage,C2080,1250,513,737,354,48,7
84,1716,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Low,Closed,United States,dangerous actors,4/9/2020,905.00,5/4/2020,25.00,Leads,1,triage,C2331,7100,3563,3537,1018,1207,748
1852,2861,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Open,China,dangerous actors,10/14/2019,965.00,10/25/2019,11.00,Discovery,4,enforced,C2195,505,432,73,23,31,1
300,3817,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Mid,Closed,Russia,espionage,4/21/2019,"1,394.00",4/23/2019,2.00,News,1,triage,C1032,1949,136,1813,1523,40,143
2454,4743,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Urgent,Closed,China,dangerous actors,12/8/2019,"1,062.00",12/29/2019,21.00,Industry Partners,1,triage,C2908,7811,780,7031,5009,1353,533
2353,4172,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Closed,Russia,hackers,4/6/2020,864.00,4/30/2020,24.00,Government Partners,4,enforced,C1204,2311,1187,1124,107,123,503
1711,4107,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Open,China,espionage,9/29/2019,476.00,10/11/2019,12.00,Discovery,1,triage,C2899,5535,1485,4050,3934,15,17
841,2236,345,FBI,10960,Juliana,Beard,Juliana Beard,Mid,Closed,Russia,human exploitation,1/29/2020,388.00,2/17/2020,19.00,Leads,3,passed to another team,C1501,122,60,62,7,53,1
2084,4523,345,FBI,10960,Juliana,Beard,Juliana Beard,Urgent,Open,United States,malware,9/26/2019,354.00,10/1/2019,5.00,News,3,passed to another team,C2557,2432,895,1537,1396,76,42
1995,2114,678,NAVY,22587,Athena,Clarke,Athena Clarke,Mid,Open,China,malware,2/19/2020,989.00,3/9/2020,19.00,Industry Partners,1,triage,C2756,6225,803,5422,4481,296,197
175,2843,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,China,dangerous actors,7/17/2019,"1,105.00",7/18/2019,1.00,News,3,passed to another team,C2939,1727,482,1245,839,298,44
1718,4122,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Urgent,Open,United States,dangerous actors,6/17/2019,933.00,6/29/2019,12.00,Industry Partners,3,passed to another team,C2556,3277,3275,2,1,0,0
270,2919,678,NAVY,22587,Athena,Clarke,Athena Clarke,Low,Closed,Russia,malware,1/16/2020,"1,210.00",1/18/2020,2.00,News,4,enforced,C1910,6091,2276,3815,691,1927,877
1333,3080,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Low,Closed,Iraq,child safety,5/26/2019,"1,274.00",6/8/2019,13.00,News,3,passed to another team,C2168,1802,1738,64,54,2,1
820,4907,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Closed,United States,malware,9/13/2019,"1,361.00",9/17/2019,4.00,Government Partners,1,triage,C1010,6744,775,5969,1222,659,4005
1727,3290,678,NAVY,22587,Athena,Clarke,Athena Clarke,Mid,Closed,Russia,malware,1/1/2020,167.00,1/27/2020,26.00,Industry Partners,2,investigating,C2687,3337,430,2907,2315,446,69
808,3439,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Low,Open,United States,dangerous actors,10/28/2019,804.00,11/11/2019,14.00,Discovery,2,investigating,C1252,8512,4622,3890,2611,329,241
327,4929,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Urgent,Closed,China,hackers,4/25/2019,448.00,4/30/2019,5.00,News,1,triage,C1285,3716,2075,1641,1128,226,222
1969,1070,678,NAVY,24458,Lamont,Shields,Lamont Shields,Mid,Open,Russia,child safety,10/26/2019,84.00,11/24/2019,29.00,News,4,enforced,C1200,5762,5110,652,398,186,59
1940,4690,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Open,United States,human exploitation,1/4/2019,462.00,2/3/2019,30.00,Leads,2,investigating,C2704,6711,6666,45,19,5,12
1587,3715,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Low,Closed,United States,child safety,4/11/2020,348.00,4/30/2020,19.00,Discovery,1,triage,C1469,5898,3019,2879,312,33,699
990,1608,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Urgent,Open,Russia,hackers,4/19/2020,"1,250.00",5/18/2020,29.00,Industry Partners,2,investigating,C1754,9802,4795,5007,1682,1425,1794
640,4673,123,CIA,30491,Tyree,Clarke,Tyree Clarke,High,Open,China,human exploitation,9/23/2019,58.00,9/30/2019,7.00,News,1,triage,C2788,7659,5332,2327,2214,93,15
2,3554,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Open,Iraq,dangerous actors,9/1/2019,188.00,9/16/2019,15.00,Leads,3,passed to another team,C2355,9763,8961,802,506,153,1
197,1894,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Closed,United States,espionage,8/6/2019,487.00,8/7/2019,1.00,Leads,1,triage,C1701,530,103,427,78,218,115
1810,3721,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Closed,Russia,malware,6/3/2019,659.00,6/10/2019,7.00,Government Partners,2,investigating,C2699,9627,5715,3912,3209,51,51
2773,2743,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Closed,United States,hackers,4/18/2019,957.00,5/9/2019,21.00,Industry Partners,1,triage,C1013,4020,1831,2189,41,1520,542
2762,2080,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Closed,United States,espionage,7/1/2019,822.00,7/4/2019,3.00,Discovery,2,investigating,C1348,6856,6803,53,40,7,5
418,1532,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,China,espionage,5/10/2019,"1,204.00",5/13/2019,3.00,Leads,1,triage,C1405,4414,2302,2112,643,507,767
1144,1211,678,NAVY,24458,Lamont,Shields,Lamont Shields,High,Closed,China,malware,4/3/2020,446.00,4/25/2020,22.00,Government Partners,4,enforced,C1657,387,343,44,39,1,1
2455,2040,345,FBI,16484,Davon,Weber,Davon Weber,Urgent,Closed,Russia,malware,4/23/2020,370.00,4/28/2020,5.00,Discovery,4,enforced,C2049,6194,6061,133,36,89,1
987,1821,123,CIA,30491,Tyree,Clarke,Tyree Clarke,High,Closed,United States,hackers,10/20/2019,664.00,10/27/2019,7.00,Government Partners,4,enforced,C2716,7773,359,7414,5902,537,238
2306,4920,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Urgent,Open,United States,child safety,9/15/2019,281.00,10/7/2019,22.00,Discovery,2,investigating,C2311,5833,3130,2703,2591,58,19
808,1696,345,FBI,10960,Juliana,Beard,Juliana Beard,High,Closed,China,hackers,10/16/2019,793.00,11/13/2019,28.00,Leads,3,passed to another team,C1503,555,321,234,24,79,59
1740,4183,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Closed,Russia,malware,2/14/2020,564.00,3/7/2020,22.00,News,4,enforced,C1034,2532,1138,1394,570,757,60
413,1632,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Urgent,Open,Iraq,espionage,8/20/2019,119.00,9/13/2019,24.00,Leads,2,investigating,C1776,7109,3053,4056,1336,1411,1135
195,1612,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Open,China,dangerous actors,4/21/2020,"1,212.00",5/12/2020,21.00,News,1,triage,C1839,3640,2854,786,578,154,49
690,4183,678,NAVY,22587,Athena,Clarke,Athena Clarke,Mid,Open,Iraq,dangerous actors,6/29/2019,368.00,7/23/2019,24.00,Leads,2,investigating,C1125,5246,3921,1325,629,493,93
835,2052,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Closed,Russia,dangerous actors,2/11/2019,983.00,3/13/2019,30.00,Leads,2,investigating,C1134,6866,3276,3590,3583,6,1
1950,4910,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,High,Closed,Iraq,hackers,3/7/2019,"1,162.00",3/17/2019,10.00,Industry Partners,2,investigating,C1264,929,550,379,348,1,5
339,2983,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Open,United States,human exploitation,3/18/2020,788.00,4/8/2020,21.00,Leads,1,triage,C2242,2122,180,1942,590,114,1151
2397,2399,678,NAVY,24458,Lamont,Shields,Lamont Shields,Urgent,Closed,Iraq,child safety,3/11/2020,224.00,3/21/2020,10.00,Industry Partners,2,investigating,C1735,2518,1381,1137,1044,12,36
2716,4668,678,NAVY,22587,Athena,Clarke,Athena Clarke,Low,Open,Iraq,dangerous actors,1/1/2019,933.00,1/30/2019,29.00,Government Partners,4,enforced,C2254,6949,3780,3169,6,222,1468
2322,3805,345,FBI,16484,Davon,Weber,Davon Weber,High,Closed,Iraq,espionage,2/3/2020,985.00,2/25/2020,22.00,Discovery,4,enforced,C2572,7931,6926,1005,627,56,44
2946,4697,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Mid,Closed,United States,child safety,10/22/2019,549.00,11/6/2019,15.00,Leads,2,investigating,C2898,5804,635,5169,259,2373,829
