id,case_number,team_id,team_name,owner_id,first_name,last_name,owner_name,priority,status,country,subtype_name,time_created,time_first_touched (mins),time_last_closed,time_to_close (day),source,phase,result,investigation_id,total_assets,victim_count,bad_actor_count,disabled_count,monitoring_count,deleted_count
2064,4159,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,Russia,espionage,3/5/2020,768.00,3/8/2020,3.00,Leads,2,investigating,C2346,1703,1451,252,162,51,36
2353,1399,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,High,Closed,Iraq,dangerous actors,3/5/2020,350.00,3/11/2020,6.00,Industry Partners,1,triage,C2711,3254,676,2578,1974,0,299
711,1043,345,FBI,10960,Juliana,Beard,Juliana Beard,High,Open,Russia,human exploitation,3/5/2020,375.00,3/10/2020,5.00,Industry Partners,1,triage,C2536,7019,2216,4803,1944,1686,981
550,1773,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,Iraq,child safety,3/5/2020,222.00,3/11/2020,6.00,Discovery,3,passed to another team,C2716,8704,3406,5298,1330,2512,1325
1131,4504,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,Iraq,espionage,3/6/2020,680.00,4/1/2020,26.00,News,3,passed to another team,C2413,7005,4531,2474,41,488,887
1124,4496,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Closed,United States,espionage,3/6/2020,"1,166.00",3/12/2020,6.00,Industry Partners,3,passed to another team,C2088,2363,691,1672,351,925,144
1547,4121,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,High,Open,United States,hackers,3/6/2020,352.00,4/2/2020,27.00,News,3,passed to another team,C2025,525,316,209,19,8,16
1852,2402,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Closed,United States,malware,3/7/2020,239.00,4/3/2020,27.00,Government Partners,3,passed to another team,C1857,7006,4229,2777,2710,46,12
2066,2961,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Mid,Open,Russia,malware,3/7/2020,"1,175.00",3/10/2020,3.00,Discovery,1,triage,C2774,3749,1099,2650,1558,519,226
208,2709,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Open,China,hackers,3/7/2020,313.00,3/8/2020,1.00,Leads,1,triage,C2376,6176,626,5550,5178,46,153
1737,3604,123,CIA,18341,Josie,Mosley,Josie Mosley,Urgent,Closed,Iraq,hackers,3/7/2020,86.00,3/8/2020,1.00,Government Partners,1,triage,C2055,8,7,1,0,1,0
2728,4612,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Open,United States,malware,3/7/2020,162.00,3/17/2020,10.00,Discovery,1,triage,C2686,5132,3549,1583,538,926,75
201,1919,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Open,United States,human exploitation,3/8/2020,523.00,4/1/2020,24.00,Discovery,1,triage,C2955,5037,2311,2726,1192,1083,364
1812,4480,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Low,Closed,Iraq,hackers,3/8/2020,583.00,4/2/2020,25.00,Industry Partners,2,investigating,C1405,160,118,42,24,2,31
2879,4695,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Closed,China,dangerous actors,3/10/2020,227.00,3/26/2020,16.00,Government Partners,2,investigating,C1184,4515,1651,2864,624,2220,11
2052,2568,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Open,Russia,hackers,3/11/2020,524.00,3/19/2020,8.00,Government Partners,1,triage,C2734,5099,3837,1262,298,490,383
1868,3823,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Open,United States,child safety,3/11/2020,402.00,3/22/2020,11.00,News,3,passed to another team,C2092,8240,5897,2343,1001,189,755
138,2400,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,High,Closed,Russia,hackers,3/12/2020,391.00,4/1/2020,20.00,Government Partners,3,passed to another team,C2524,5032,1828,3204,2662,167,123
989,2705,678,NAVY,22587,Athena,Clarke,Athena Clarke,High,Open,China,espionage,3/12/2020,480.00,4/9/2020,28.00,News,2,investigating,C1457,9970,4869,5101,2306,2567,226
503,2897,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,High,Closed,United States,child safety,3/12/2020,322.00,3/15/2020,3.00,Leads,2,investigating,C1584,89,87,2,1,1,0
2196,1059,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,Russia,espionage,3/12/2020,"1,154.00",3/20/2020,8.00,Leads,3,passed to another team,C1467,1319,141,1178,341,517,303
2385,1670,123,CIA,30491,Tyree,Clarke,Tyree Clarke,High,Open,Russia,malware,3/13/2020,462.00,3/20/2020,7.00,News,2,investigating,C1721,346,119,227,223,26,30
1286,3585,678,NAVY,24458,Lamont,Shields,Lamont Shields,Urgent,Open,Iraq,hackers,3/14/2020,25.00,3/20/2020,6.00,News,1,triage,C2906,5972,5355,617,117,426,37
543,4484,345,FBI,16484,Davon,Weber,Davon Weber,Urgent,Open,China,dangerous actors,3/14/2020,76.00,4/12/2020,29.00,Industry Partners,4,enforced,C1054,1129,327,802,111,446,147
1599,3681,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,China,espionage,3/14/2020,837.00,3/27/2020,13.00,News,4,enforced,C2890,8451,4664,3787,478,1586,1145
480,3233,678,NAVY,22587,Athena,Clarke,Athena Clarke,Low,Closed,Iraq,human exploitation,3/15/2020,298.00,3/24/2020,9.00,Industry Partners,1,triage,C1399,5437,892,4545,1056,3200,124
1705,4963,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Closed,United States,malware,3/15/2020,176.00,3/20/2020,5.00,Government Partners,2,investigating,C2237,7404,7176,228,224,0,1
2867,4476,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Urgent,Open,United States,espionage,3/15/2020,38.00,4/11/2020,27.00,Industry Partners,2,investigating,C1574,9522,125,9397,4532,4512,18
1481,2895,123,CIA,18341,Josie,Mosley,Josie Mosley,High,Closed,United States,malware,3/16/2020,399.00,3/25/2020,9.00,Industry Partners,3,passed to another team,C1780,133,2,131,30,96,0
806,4059,345,FBI,10960,Juliana,Beard,Juliana Beard,High,Closed,Russia,child safety,3/17/2020,343.00,4/14/2020,28.00,Leads,1,triage,C2864,3255,1266,1989,1376,466,80
2877,4765,345,FBI,16484,Davon,Weber,Davon Weber,High,Closed,Iraq,human exploitation,3/17/2020,407.00,3/27/2020,10.00,Discovery,4,enforced,C1589,5364,4310,1054,219,559,130
942,3427,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Closed,United States,dangerous actors,3/17/2020,806.00,3/21/2020,4.00,Government Partners,3,passed to another team,C2439,191,61,130,22,103,0
233,3520,345,FBI,16484,Davon,Weber,Davon Weber,Mid,Open,Russia,dangerous actors,3/17/2020,"1,267.00",3/24/2020,7.00,Government Partners,2,investigating,C2540,597,101,496,436,48,6
1444,1227,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Mid,Closed,Iraq,hackers,3/18/2020,909.00,3/21/2020,3.00,Discovery,3,passed to another team,C2705,723,508,215,166,11,34
990,1608,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Urgent,Open,Russia,hackers,3/18/2020,108.00,4/14/2020,27.00,Industry Partners,2,investigating,C1754,9802,4795,5007,1682,1425,1794
2762,2080,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Closed,United States,espionage,3/18/2020,485.00,4/8/2020,21.00,Discovery,2,investigating,C1348,6856,6803,53,40,7,5
1375,4000,123,CIA,18341,Josie,Mosley,Josie Mosley,Low,Open,China,espionage,3/19/2020,554.00,3/25/2020,6.00,Government Partners,2,investigating,C2330,81,64,17,13,4,0
531,3848,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Low,Closed,China,malware,3/19/2020,477.00,4/13/2020,25.00,Industry Partners,3,passed to another team,C1595,5071,1095,3976,2186,113,337
2601,2711,678,NAVY,22587,Athena,Clarke,Athena Clarke,Mid,Closed,United States,human exploitation,3/20/2020,"1,325.00",3/28/2020,8.00,Discovery,4,enforced,C1502,3271,1409,1862,1205,438,207
1183,4139,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Closed,Russia,dangerous actors,3/20/2020,323.00,4/1/2020,12.00,Discovery,4,enforced,C1997,2176,1778,398,73,192,61
1142,3336,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Closed,United States,dangerous actors,3/20/2020,82.00,4/10/2020,21.00,Industry Partners,3,passed to another team,C1533,1262,797,465,209,249,6
1375,4252,678,NAVY,22587,Athena,Clarke,Athena Clarke,Mid,Closed,China,hackers,3/21/2020,915.00,4/11/2020,21.00,Government Partners,1,triage,C2393,2788,1834,954,479,340,49
2310,3773,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,High,Open,Iraq,malware,3/22/2020,327.00,3/28/2020,6.00,Industry Partners,3,passed to another team,C1186,1931,1770,161,116,41,0
2154,4674,123,CIA,30491,Tyree,Clarke,Tyree Clarke,High,Closed,Iraq,child safety,3/23/2020,345.00,4/3/2020,11.00,Discovery,1,triage,C1264,1202,974,228,122,4,401
86,4139,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Open,United States,human exploitation,3/24/2020,27.00,4/5/2020,12.00,Industry Partners,1,triage,C2409,1074,177,897,240,572,38
1985,1141,123,CIA,18341,Josie,Mosley,Josie Mosley,Urgent,Closed,United States,espionage,3/25/2020,51.00,3/31/2020,6.00,Discovery,1,triage,C1442,3,1,2,1,1,0
2999,2077,345,FBI,10960,Juliana,Beard,Juliana Beard,High,Open,Iraq,child safety,3/26/2020,473.00,4/15/2020,20.00,News,4,enforced,C1614,2826,1747,1079,441,324,157
1581,4827,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Closed,Russia,child safety,3/26/2020,30.00,4/1/2020,6.00,Leads,4,enforced,C1305,3535,2256,1279,1011,253,5
1389,3775,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Open,China,espionage,3/27/2020,295.00,4/2/2020,6.00,Leads,2,investigating,C2225,5418,1013,4405,4110,87,44
1020,1413,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Closed,Iraq,malware,3/27/2020,32.00,4/24/2020,28.00,Government Partners,4,enforced,C1720,6611,6340,271,53,71,61
311,1642,345,FBI,16484,Davon,Weber,Davon Weber,Low,Open,Iraq,dangerous actors,3/27/2020,325.00,4/15/2020,19.00,Industry Partners,2,investigating,C2628,3572,2417,1155,953,44,69
1901,3101,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,High,Closed,Iraq,hackers,3/27/2020,313.00,4/1/2020,5.00,Industry Partners,3,passed to another team,C2716,292,197,95,84,7,0
1336,4360,345,FBI,16484,Davon,Weber,Davon Weber,High,Closed,Iraq,hackers,3/28/2020,429.00,4/15/2020,18.00,Industry Partners,2,investigating,C1592,5205,1536,3669,3323,314,12
1583,1578,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,United States,child safety,3/28/2020,465.00,4/9/2020,12.00,News,4,enforced,C2553,1272,620,652,203,131,267
2852,2441,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Open,Iraq,human exploitation,3/28/2020,11.00,4/14/2020,17.00,Industry Partners,4,enforced,C1649,8914,6560,2354,1378,845,42
820,4907,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Closed,United States,malware,3/29/2020,64.00,4/6/2020,8.00,Government Partners,1,triage,C1010,6744,775,5969,1222,659,4005
974,3200,678,NAVY,24458,Lamont,Shields,Lamont Shields,Mid,Open,United States,espionage,3/29/2020,513.00,4/26/2020,28.00,Industry Partners,4,enforced,C1515,6101,2221,3880,1129,570,158
1424,2198,123,CIA,18341,Josie,Mosley,Josie Mosley,High,Open,United States,malware,3/29/2020,357.00,4/11/2020,13.00,Leads,2,investigating,C2964,98,5,93,90,3,0
1013,3278,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Low,Closed,United States,malware,3/30/2020,383.00,4/7/2020,8.00,Leads,3,passed to another team,C2545,6475,5403,1072,908,9,155
382,4724,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Low,Closed,United States,malware,3/30/2020,169.00,4/10/2020,11.00,Discovery,1,triage,C1386,5782,800,4982,4934,41,3
205,4843,678,NAVY,24458,Lamont,Shields,Lamont Shields,High,Closed,Russia,malware,3/30/2020,458.00,4/16/2020,17.00,Leads,2,investigating,C2562,3634,1364,2270,4,677,901
1800,1492,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Low,Closed,Russia,hackers,3/30/2020,49.00,4/6/2020,7.00,Discovery,4,enforced,C2657,1957,919,1038,665,296,59
1878,1343,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,Russia,human exploitation,3/31/2020,208.00,4/23/2020,23.00,Discovery,3,passed to another team,C2958,6177,2646,3531,3345,166,1
2682,4041,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,Russia,human exploitation,3/31/2020,730.00,4/23/2020,23.00,Industry Partners,1,triage,C1200,1908,609,1299,192,331,340
1777,4122,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Urgent,Open,Russia,espionage,3/31/2020,72.00,4/26/2020,26.00,Government Partners,1,triage,C1820,97,45,52,13,3,29
1767,2227,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Open,Russia,hackers,3/31/2020,45.00,4/2/2020,2.00,News,2,investigating,C2823,5241,679,4562,323,2544,353
2754,1913,345,FBI,16484,Davon,Weber,Davon Weber,High,Open,Russia,child safety,4/1/2020,407.00,4/5/2020,4.00,Government Partners,1,triage,C1430,3024,669,2355,341,1114,531
2349,1860,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Closed,United States,malware,4/2/2020,482.00,4/14/2020,12.00,Industry Partners,4,enforced,C2487,162,123,39,33,3,1
2726,2079,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Closed,China,malware,4/2/2020,25.00,4/16/2020,14.00,Industry Partners,2,investigating,C1898,5824,5289,535,152,255,52
2150,1310,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,United States,human exploitation,4/3/2020,341.00,4/17/2020,14.00,News,2,investigating,C1825,9753,6781,2972,785,121,1533
121,3703,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Low,Closed,China,malware,4/3/2020,296.00,4/7/2020,4.00,Government Partners,2,investigating,C1030,1002,903,99,91,19,576
2961,4493,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Mid,Open,United States,malware,4/3/2020,115.00,4/15/2020,12.00,Discovery,3,passed to another team,C2053,2043,424,1619,17,120,1284
277,4723,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Closed,United States,human exploitation,4/3/2020,243.00,4/16/2020,13.00,Leads,4,enforced,C1804,1226,891,335,306,29,0
980,2088,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Low,Open,Iraq,child safety,4/3/2020,588.00,5/1/2020,28.00,Government Partners,1,triage,C2319,3594,3345,249,30,101,45
1643,4437,123,CIA,22116,Dominique,Skinner,Dominique Skinner,High,Closed,United States,human exploitation,4/3/2020,400.00,5/2/2020,29.00,Leads,3,passed to another team,C1577,3893,3447,446,162,50,17
1469,2318,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Low,Closed,United States,hackers,4/4/2020,70.00,4/21/2020,17.00,Discovery,1,triage,C1089,3039,2624,415,254,15,76
386,1885,345,FBI,16484,Davon,Weber,Davon Weber,High,Closed,United States,human exploitation,4/4/2020,481.00,5/3/2020,29.00,Discovery,4,enforced,C2013,4179,2407,1772,1561,108,46
2225,3040,123,CIA,30491,Tyree,Clarke,Tyree Clarke,High,Closed,Iraq,espionage,4/4/2020,459.00,4/28/2020,24.00,Leads,2,investigating,C2707,162,112,50,3,13,48
2899,3184,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Low,Open,Russia,child safety,4/5/2020,218.00,4/27/2020,22.00,News,3,passed to another team,C1054,205,36,169,13,135,13
2737,4981,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Open,Iraq,child safety,4/5/2020,475.00,4/27/2020,22.00,News,4,enforced,C1827,3297,1837,1460,185,915,5
2896,4618,345,FBI,16484,Davon,Weber,Davon Weber,Low,Closed,United States,human exploitation,4/6/2020,71.00,4/18/2020,12.00,Industry Partners,3,passed to another team,C1628,6338,4539,1799,534,822,135
514,2213,345,FBI,16484,Davon,Weber,Davon Weber,Low,Closed,China,human exploitation,4/6/2020,593.00,4/11/2020,5.00,Government Partners,1,triage,C2934,4492,1642,2850,346,2058,152
106,4570,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,High,Open,Iraq,human exploitation,4/6/2020,350.00,4/20/2020,14.00,Discovery,3,passed to another team,C1407,7777,780,6997,5966,266,742
1102,2484,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Open,United States,dangerous actors,4/6/2020,248.00,4/12/2020,6.00,Government Partners,3,passed to another team,C1410,87,75,12,7,0,0
1135,3031,123,CIA,18341,Josie,Mosley,Josie Mosley,High,Closed,Russia,malware,4/6/2020,421.00,4/12/2020,6.00,Government Partners,3,passed to another team,C1870,166,82,84,10,69,0
930,4738,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Mid,Open,Iraq,human exploitation,4/6/2020,257.00,4/19/2020,13.00,Government Partners,2,investigating,C1424,1038,752,286,226,141,495
1091,2874,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Low,Open,United States,human exploitation,4/7/2020,126.00,4/17/2020,10.00,Government Partners,4,enforced,C2587,6586,2487,4099,461,677,1135
880,3920,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Closed,Iraq,malware,4/7/2020,27.00,4/25/2020,18.00,News,4,enforced,C2223,4525,4299,226,164,9,11
543,2631,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Closed,Iraq,dangerous actors,4/8/2020,387.00,4/29/2020,21.00,Leads,3,passed to another team,C1980,1322,161,1161,744,411,0
1568,3001,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Closed,China,child safety,4/8/2020,102.00,4/26/2020,18.00,Industry Partners,3,passed to another team,C1708,3355,2851,504,389,33,31
439,4991,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,High,Closed,Russia,hackers,4/9/2020,405.00,4/15/2020,6.00,Government Partners,2,investigating,C1088,3397,2919,478,9,305,61
1838,2676,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,Russia,malware,4/9/2020,"1,196.00",5/6/2020,27.00,News,3,passed to another team,C1341,2255,657,1598,1345,50,127
1096,3767,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Closed,Russia,hackers,4/9/2020,557.00,4/10/2020,1.00,Leads,4,enforced,C2216,1883,38,1845,966,754,2
1572,4441,345,FBI,10960,Juliana,Beard,Juliana Beard,Low,Open,Russia,dangerous actors,4/10/2020,527.00,4/25/2020,15.00,Discovery,3,passed to another team,C2626,477,50,427,219,160,27
333,4559,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Closed,Russia,malware,4/10/2020,48.00,4/23/2020,13.00,Government Partners,4,enforced,C1803,2222,592,1630,1210,260,34
1945,1765,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Low,Open,United States,human exploitation,4/10/2020,258.00,4/26/2020,16.00,News,4,enforced,C1592,1890,623,1267,1003,238,26
466,2289,123,CIA,22116,Dominique,Skinner,Dominique Skinner,High,Closed,China,human exploitation,4/10/2020,391.00,4/21/2020,11.00,News,1,triage,C1824,4673,701,3972,1701,610,1627
2710,1511,345,FBI,10960,Juliana,Beard,Juliana Beard,Mid,Closed,Iraq,child safety,4/10/2020,"1,029.00",4/13/2020,3.00,Leads,1,triage,C1536,9891,3741,6150,2460,3041,408
1861,3494,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Open,Iraq,child safety,4/10/2020,27.00,5/2/2020,22.00,Leads,3,passed to another team,C2659,2225,155,2070,931,432,653
422,1743,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Closed,Iraq,espionage,4/11/2020,65.00,5/1/2020,20.00,Discovery,1,triage,C2047,3737,3577,160,151,9,0
1331,4645,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Open,United States,espionage,4/11/2020,"1,074.00",5/9/2020,28.00,Industry Partners,2,investigating,C2258,8950,547,8403,4200,1511,388
1913,2506,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Low,Closed,Iraq,child safety,4/11/2020,250.00,5/8/2020,27.00,News,2,investigating,C2406,4678,2742,1936,1425,19,240
672,1618,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Urgent,Closed,United States,hackers,4/12/2020,55.00,4/15/2020,3.00,Discovery,2,investigating,C1979,4206,2836,1370,750,515,41
2834,1945,123,CIA,18341,Josie,Mosley,Josie Mosley,Urgent,Open,China,espionage,4/12/2020,67.00,4/30/2020,18.00,News,4,enforced,C2350,160,3,157,37,115,0
132,1803,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Urgent,Closed,Russia,hackers,4/12/2020,78.00,5/1/2020,19.00,Industry Partners,3,passed to another team,C1742,1913,594,1319,604,368,321
564,2005,123,CIA,22116,Dominique,Skinner,Dominique Skinner,Urgent,Closed,United States,human exploitation,4/13/2020,21.00,5/2/2020,19.00,Industry Partners,1,triage,C1357,9027,1304,7723,1097,3209,2780
1160,3038,345,FBI,16484,Davon,Weber,Davon Weber,Mid,Open,China,dangerous actors,4/14/2020,21.00,4/20/2020,6.00,Discovery,3,passed to another team,C1516,7827,4932,2895,852,1936,48
2063,2672,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Urgent,Open,Russia,child safety,4/14/2020,50.00,4/22/2020,8.00,Industry Partners,3,passed to another team,C1771,1428,706,722,572,5,611
2962,4901,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Mid,Closed,United States,dangerous actors,4/14/2020,644.00,5/13/2020,29.00,Government Partners,2,investigating,C2383,9952,8033,1919,595,942,57
2895,3474,345,FBI,16484,Davon,Weber,Davon Weber,Low,Open,Russia,dangerous actors,4/14/2020,244.00,5/13/2020,29.00,Discovery,3,passed to another team,C1166,2757,1418,1339,259,912,0
2129,1049,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Mid,Open,Iraq,malware,4/14/2020,556.00,5/3/2020,19.00,Government Partners,3,passed to another team,C1140,3214,727,2487,2380,85,18
2079,2028,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Closed,China,human exploitation,4/16/2020,250.00,4/23/2020,7.00,Government Partners,2,investigating,C2516,194,174,20,17,3,0
2621,3283,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Closed,Russia,malware,4/16/2020,124.00,4/23/2020,7.00,Discovery,2,investigating,C2072,95,53,42,16,21,0
1048,4042,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Open,China,dangerous actors,4/16/2020,47.00,4/23/2020,7.00,News,3,passed to another team,C2335,9220,6189,3031,301,2533,152
2981,2628,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Mid,Open,Iraq,dangerous actors,4/16/2020,863.00,5/8/2020,22.00,Industry Partners,2,investigating,C1211,133,37,96,93,0,0
122,3623,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,High,Closed,United States,espionage,4/17/2020,390.00,5/1/2020,14.00,Industry Partners,1,triage,C2558,5552,1085,4467,987,2647,242
1505,2434,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,United States,human exploitation,4/17/2020,"1,399.00",4/30/2020,13.00,Government Partners,1,triage,C1872,9500,5428,4072,1726,2001,288
300,4054,123,CIA,18341,Josie,Mosley,Josie Mosley,Urgent,Open,Russia,hackers,4/17/2020,31.00,5/2/2020,15.00,Government Partners,4,enforced,C1877,36,22,14,4,5,0
2869,2463,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Closed,Iraq,human exploitation,4/18/2020,424.00,4/30/2020,12.00,Discovery,2,investigating,C2846,293,116,177,55,117,0
1940,4690,123,CIA,18341,Josie,Mosley,Josie Mosley,Mid,Open,United States,human exploitation,4/19/2020,462.00,4/20/2020,1.00,Leads,2,investigating,C2704,29,5,24,14,5,0
576,3608,678,NAVY,22587,Athena,Clarke,Athena Clarke,Urgent,Closed,China,espionage,4/20/2020,110.00,5/4/2020,14.00,Government Partners,4,enforced,C1644,8423,5912,2511,2352,93,5
202,1297,123,CIA,35382,Cherish,Alvarez,Cherish Alvarez,Urgent,Closed,Russia,malware,4/21/2020,49.00,5/21/2020,30.00,Discovery,1,triage,C1019,1430,598,832,681,139,0
170,3821,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Urgent,Closed,China,espionage,4/21/2020,83.00,4/23/2020,2.00,News,3,passed to another team,C2221,6076,3230,2846,2704,5,31
281,1637,678,NAVY,24458,Lamont,Shields,Lamont Shields,Low,Open,China,espionage,4/22/2020,286.00,5/4/2020,12.00,Government Partners,1,triage,C2471,8031,7243,788,318,397,19
733,2602,123,CIA,18341,Josie,Mosley,Josie Mosley,High,Open,China,child safety,4/23/2020,368.00,5/13/2020,20.00,Discovery,4,enforced,C1791,87,86,1,1,0,0
491,2129,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Urgent,Open,Russia,child safety,4/23/2020,97.00,5/23/2020,30.00,News,3,passed to another team,C1019,4552,1862,2690,2504,43,86
1141,1755,901,ARMY,24691,Jaeden,Mcintyre,Jaeden Mcintyre,Mid,Closed,United States,hackers,4/24/2020,"1,394.00",5/17/2020,23.00,Discovery,2,investigating,C1408,1002,671,331,263,42,16
2270,1792,123,CIA,30491,Tyree,Clarke,Tyree Clarke,Urgent,Open,Russia,hackers,4/24/2020,113.00,5/7/2020,13.00,Leads,4,enforced,C2237,442,6,436,270,200,50
1718,3489,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Low,Open,Russia,dangerous actors,4/24/2020,525.00,4/28/2020,4.00,Leads,1,triage,C1828,98,46,52,14,35,2
2031,1215,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,High,Open,Iraq,human exploitation,4/24/2020,478.00,5/19/2020,25.00,Industry Partners,2,investigating,C1538,7063,2558,4505,1929,1644,917
2172,1021,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,High,Open,China,malware,4/24/2020,367.00,5/7/2020,13.00,News,3,passed to another team,C1936,3501,3121,380,80,243,55
466,2046,345,FBI,28860,Konnor,Mitchell,Konnor Mitchell,Mid,Open,China,hackers,4/24/2020,693.00,5/10/2020,16.00,Leads,3,passed to another team,C2577,8099,4484,3615,447,134,1767
1116,3306,678,NAVY,24458,Lamont,Shields,Lamont Shields,High,Open,China,dangerous actors,4/24/2020,393.00,5/17/2020,23.00,News,1,triage,C1557,639,539,100,83,11,2
2854,3055,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,Mid,Open,United States,child safety,4/26/2020,581.00,4/29/2020,3.00,Discovery,3,passed to another team,C1988,3716,1552,2164,2066,38,57
1920,2223,345,FBI,34617,Jennifer,Rowland,Jennifer Rowland,Urgent,Open,Iraq,espionage,4/27/2020,47.00,5/16/2020,19.00,Discovery,1,triage,C2530,9076,4959,4117,1554,891,800
807,4204,901,ARMY,21357,Aisha,Parrish,Aisha Parrish,High,Closed,China,child safety,4/28/2020,346.00,4/29/2020,1.00,Government Partners,3,passed to another team,C1396,1158,223,935,803,62,38
2269,1263,345,FBI,16484,Davon,Weber,Davon Weber,Mid,Open,United States,child safety,4/28/2020,"1,187.00",5/26/2020,28.00,Leads,4,enforced,C2904,1177,1053,124,37,46,28
